"","X.5","X.4","X.3","X.2","X.1","X","srvy","common_name","file_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","effort","year","est","lwr","upr","log_est","se","type","X.14","X.13","X.12","X.11","X.10","X.9","X.8","X.7","X.6","X.21","X.20","X.19","X.18","X.17","X.16","X.15"
"73",19,19,19,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2010,16623840.4700617,9516776.86105462,29038410.3787253,16.6263483959121,0.284587684205232,"index",19,19,19,19,19,19,19,19,19,NA,NA,NA,NA,NA,NA,NA
"74",20,20,20,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2017,16407778.0388371,7157116.48596039,37615034.0293951,16.6132660510244,0.423297736678819,"index",20,20,20,20,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA
"75",21,21,21,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2019,10633312.9860509,6079660.25272517,18597642.0324864,16.1795023655476,0.285231257850765,"index",21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA
"76",22,22,22,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2021,23250439.4515105,12741748.9959358,42426117.078651,16.9618345909593,0.306862836864447,"index",22,22,22,22,22,22,22,22,22,NA,NA,NA,NA,NA,NA,NA
"77",23,23,23,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2022,14426884.6467966,8177994.65561472,25450615.8755042,16.4846040132487,0.289620876366753,"index",23,23,23,23,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA
"78",24,24,24,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_2",2023,9382481.59913225,5089421.27185837,17296850.9101058,16.0543548487991,0.312087451915953,"index",24,24,24,24,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA
"79",25,25,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2010,11658110.0581743,6642532.88374336,20460798.9914705,16.2715126381139,0.286999524195301,"index",25,25,25,25,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA
"80",26,26,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2017,14726489.1932636,7510496.17880613,28875520.1781867,16.5051584160564,0.343550356398278,"index",26,26,26,26,26,26,26,26,26,NA,NA,NA,NA,NA,NA,NA
"81",27,27,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2019,15732642.6122837,8365771.95412627,29586754.8055457,16.5712482591623,0.322245251536461,"index",27,27,27,27,27,27,27,27,27,NA,NA,NA,NA,NA,NA,NA
"82",28,28,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2021,13703910.8425465,7283899.22020045,25782505.59256,16.4331918130211,0.322462521785842,"index",28,28,28,28,28,28,28,28,28,NA,NA,NA,NA,NA,NA,NA
"83",29,29,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2022,14237415.5866898,7013499.63930922,28901976.6183495,16.4713839577781,0.361249795225432,"index",29,29,29,29,29,29,29,29,29,NA,NA,NA,NA,NA,NA,NA
"84",30,30,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","02_3",2023,14640876.472689,5927249.93966362,36164370.6728358,16.4993279330585,0.461364101909678,"index",30,30,30,30,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA
"85",31,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2010,10755280.6405674,7281972.53975917,15885264.7446526,16.1909074143061,0.198980736711002,"index",31,31,31,31,31,31,31,31,31,NA,NA,NA,NA,NA,NA,NA
"86",32,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2017,12428328.3427218,8099287.33771611,19071226.757842,16.3354889687407,0.218474594096817,"index",32,32,32,32,32,32,32,32,32,NA,NA,NA,NA,NA,NA,NA
"87",33,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2019,13489683.8219741,8717430.36228676,20874450.6183924,16.4174357899533,0.22275956301423,"index",33,33,33,33,33,33,33,33,33,NA,NA,NA,NA,NA,NA,NA
"88",34,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2021,12213126.0671279,7922564.34820898,18827294.0143779,16.3180218384718,0.22081851970823,"index",34,34,34,34,34,34,34,34,34,NA,NA,NA,NA,NA,NA,NA
"89",35,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2022,9905746.69016791,6378757.4593011,15382904.6042023,16.1086256204494,0.224566238544694,"index",35,35,35,35,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA
"90",36,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_1",2023,9090256.9053821,5341064.35695317,15471217.9227484,16.0227137281726,0.27132040359437,"index",36,36,36,36,36,36,36,36,36,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2010,10979744.665959,7334408.5262643,16436880.0153348,16.2115627393089,0.205858583813964,"index",37,37,37,37,37,37,37,37,37,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2017,9615337.31388059,5842320.50433629,15824998.2333361,16.0788700184365,0.254204362860971,"index",38,38,38,38,38,38,38,38,38,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2019,11138171.9079176,6847707.03455698,18116848.8698863,16.2258886773741,0.248200613119085,"index",39,39,39,39,39,39,39,39,39,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2021,12438228.2700933,8017220.85266099,19297151.1378034,16.3362852131141,0.224076985031176,"index",40,40,40,40,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2022,15455160.1959562,9437485.48514562,25309917.2505888,16.5534534988105,0.251664504123936,"index",41,41,41,41,41,41,41,41,41,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_2",2023,11898030.9984031,7125006.75384476,19868492.2737189,16.2918834820723,0.261618200176286,"index",42,42,42,42,42,42,42,42,42,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2010,10820584.8728722,6994375.78783352,16739886.5234974,16.1969608847158,0.222628559996536,"index",43,43,43,43,43,43,43,43,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2017,12637533.1493639,7723226.31388369,20678824.8344055,16.3521817654025,0.251249011860599,"index",44,44,44,44,44,44,44,44,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2019,15254855.8637343,9826511.86539409,23681915.8833811,16.5404084276277,0.224398941912258,"index",45,45,45,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2021,15335436.6357565,9441554.3115396,24908570.0351124,16.5456768282752,0.247476818904306,"index",46,46,46,46,46,46,46,46,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2022,15926833.0330629,10370861.8724446,24459298.9071669,16.5835158569155,0.218884209837772,"index",47,47,47,47,47,47,47,47,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","04_3",2023,15054868.5326161,7858994.04390961,28839450.0960333,16.5272119873867,0.331660591998025,"index",48,48,48,48,48,48,48,48,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2010,15562833.3091298,10993916.753529,22030527.0667085,16.560396149414,0.177321367521269,"index",49,49,49,49,49,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2017,16292064.5087925,11106018.7852062,23899776.4268348,16.6061887072806,0.195509181839179,"index",50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2019,13370042.2948991,9618715.01980959,18584398.2901293,16.4085271124912,0.168016287642493,"index",51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2021,15781519.9839795,11010640.7879549,22619607.5052416,16.5743501921893,0.183665356854826,"index",52,52,52,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2022,15159051.0256918,10472933.4148743,21941973.5518565,16.5341083389693,0.188678784375816,"index",53,53,53,53,53,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_1",2023,9869115.73333161,6314026.97503349,15425883.6306884,16.1049208160417,0.227880001477729,"index",54,54,54,54,54,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2010,16062916.275551,11633009.016662,22179754.0864796,16.5920238362715,0.164628849777151,"index",55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2017,17723112.6064255,13075740.3280866,24022251.3279295,16.6903801427058,0.155161501507846,"index",56,56,56,56,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2019,14121311.6039004,10392570.089583,19187885.1617591,16.46319567551,0.15642837500872,"index",57,57,57,57,57,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2021,14371053.8431101,10519183.074523,19633386.6516467,16.4807265916996,0.159194498682197,"index",58,58,58,58,58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2022,11637599.217615,8403577.24382911,16116198.0928164,16.2697517262123,0.166117180346156,"index",59,59,59,59,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_2",2023,9577199.17576269,6189246.61801553,14819694.4980743,16.0748957455896,0.222744816388816,"index",60,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2010,14046937.4799938,10367612.7043128,19032004.5891349,16.4579149570303,0.154960814309652,"index",61,61,61,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2017,14268948.2629085,10703338.4168343,19022371.9554016,16.4735962840675,0.146701691455783,"index",62,62,62,62,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2019,11740653.6651651,8403454.93200732,16403128.1896134,16.278568049278,0.170622813089489,"index",63,63,63,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2021,12543568.6041737,9094716.99964088,17300275.9001544,16.3447186303698,0.164040961718126,"index",64,64,64,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2022,10789892.5802958,7837649.27714873,14854170.9098617,16.1941203816978,0.163100380390276,"index",65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","06_3",2023,8149527.04061756,5444429.55746524,12198668.4343616,15.9134704517071,0.205803224190317,"index",66,66,66,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2010,16314526.4537588,12483622.2357963,21321037.1463485,16.607566462382,0.136552682828383,"index",67,67,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2017,13586266.1986376,10349609.0987367,17835130.5309467,16.4245700021405,0.138834537554012,"index",68,68,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2019,16249827.1703126,12059695.9540414,21895815.9535142,16.6035928310104,0.152152435210458,"index",69,69,69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2021,14953020.001096,11203940.741753,19956621.7197067,16.5204238441626,0.147271949952785,"index",70,70,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2022,14244020.5908904,10562627.996454,19208488.8970645,16.4718477689622,0.152561528037841,"index",71,71,71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_1",2023,8949913.49988899,6318592.35987524,12677024.738003,16.0071544253875,0.177629494565177,"index",72,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2010,14798072.1216703,11115342.0105682,19700962.715313,16.5100074682002,0.146008087581642,"index",73,73,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2017,14637943.1445739,11184783.9828321,19157221.0811285,16.4991275610378,0.137279421230785,"index",74,74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2019,15099721.1840625,11434438.9511784,19939900.9264839,16.5301868369831,0.141863074584132,"index",75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2021,13208617.7129677,9982575.98051957,17477210.514379,16.3963800315812,0.142874208162792,"index",76,76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2022,13573238.8037705,9852101.95842491,18699848.255898,16.4236106771554,0.1634801927515,"index",77,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_2",2023,9805032.56403664,6795102.62167282,14148228.3542249,16.0984063387735,0.187092024999081,"index",78,78,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2010,15239424.9999511,11323482.5189199,20509597.9917041,16.539396377849,0.151537045451204,"index",79,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2017,12938506.0002351,9928303.26394067,16861384.37432,16.3757183844391,0.135113825968377,"index",80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2019,12446099.7293143,9630105.40614398,16085535.0942688,16.3369178570403,0.130876449642752,"index",81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2021,15569675.7884465,11399324.9776806,21265715.7008837,16.5608357207576,0.159069770714847,"index",82,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2022,12415246.320882,8918799.16236825,17282409.7058425,16.3344358173141,0.168760215739851,"index",83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2023,9822836.17437974,6932645.62780297,13917934.8965629,16.1002204547596,0.177793262897662,"index",84,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2010,14961112.7494056,11717587.5716533,19102472.5295777,16.5209649093892,0.124677508866164,"index",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2017,13731016.1647144,10916906.7739508,17270533.5695943,16.4351677855455,0.117014680707727,"index",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2019,13855710.6822622,10767454.1765846,17829722.3616743,16.4442080292446,0.1286602157222,"index",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2021,15400431.646681,11890469.2551397,19946504.1971807,16.5499060959963,0.131970976904855,"index",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2022,13586716.3056215,10241139.1965294,18025227.118483,16.424603131149,0.144226992092633,"index",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA,"NBS","Alaska plaice","alaska_plaice",10285,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","1_1",2023,11512929.818908,8177444.17321629,16208921.7862516,16.2589812938245,0.174539473698561,"index",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,1,1,1,"NBS","blue king crab","blue_king_crab",69323,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","08_3",2010,429407.914525603,251471.735306722,733248.040112039,12.970162595849,0.273003342066263,"index",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
